group,index,start,end,duration,transcript,question_mark,elipses,nwords,duration_seconds,words_per_second,word_present_maybe,word_present_sort_of,word_present_unsure,word_present_dont_know,word_present_confused,word_present_possibly,liwc_certitude
orange,13,00:04:19,00:04:21,00:00:02,"I know, I found out.",FALSE,FALSE,5,2.3148148148148007,2.160000000000013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,14,00:04:22,00:04:25,00:00:03,I'm so mad because we're not going to be here next class.,FALSE,FALSE,12,3.4722222222222445,3.4559999999999778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,15,00:04:25,00:04:26,00:00:01,"Yeah, we are.",FALSE,FALSE,3,1.1574074074074003,2.5920000000000156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,16,00:04:27,00:04:28,00:00:01,It's okay.,FALSE,FALSE,2,1.1574074074074003,1.7280000000000106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,17,00:04:28,00:04:30,00:00:02,It ain't going to nothing.,FALSE,FALSE,5,2.314814814814844,2.1599999999999726,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,18,00:04:30,00:04:32,00:00:02,It took two hours.,FALSE,FALSE,4,2.3148148148148007,1.7280000000000106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,19,00:04:32,00:04:33,00:00:01,Did it really?,TRUE,FALSE,3,1.1574074074074003,2.5920000000000156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.33
orange,20,00:04:33,00:04:36,00:00:03,The first part's 50 minutes.,FALSE,FALSE,5,3.4722222222222445,1.4399999999999908,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,21,00:04:36,00:04:37,00:00:01,The second part's 60 seconds.,FALSE,FALSE,5,1.1574074074074003,4.320000000000026,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,22,00:04:37,00:04:39,00:00:02,"Wait, so you actually have to read it?",TRUE,FALSE,8,2.3148148148148007,3.4560000000000213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.5
orange,23,00:04:39,00:04:40,00:00:01,It's a listening test.,FALSE,FALSE,4,1.1574074074074003,3.4560000000000213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,24,00:04:40,00:04:41,00:00:01,Told you.,FALSE,FALSE,2,1.1574074074074003,1.7280000000000106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,25,00:04:41,00:04:43,00:00:02,But is this a last minute test?,TRUE,FALSE,7,2.314814814814844,3.023999999999962,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,26,00:04:43,00:04:44,00:00:01,Or...,FALSE,TRUE,1,1.1574074074074003,0.8640000000000053,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,27,00:04:44,00:04:46,00:00:02,I thought it was going to take like 15 minutes.,FALSE,FALSE,10,2.3148148148148007,4.320000000000026,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,28,00:04:46,00:04:48,00:00:02,It took two hours.,FALSE,FALSE,4,2.314814814814844,1.727999999999978,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,29,00:04:48,00:04:49,00:00:01,"Oh my god, okay.",FALSE,FALSE,4,1.1574074074074003,3.4560000000000213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,30,00:04:49,00:04:51,00:00:02,You know what I'm doing.,FALSE,FALSE,5,2.3148148148148007,2.160000000000013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,31,00:04:51,00:04:52,00:00:01,I think you're really interesting.,FALSE,FALSE,5,1.1574074074074003,4.320000000000026,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20
orange,32,00:04:52,00:04:53,00:00:01,It is?,TRUE,FALSE,2,1.1574074074074003,1.7280000000000106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,33,00:04:53,00:04:54,00:00:01,It's about South Side School.,FALSE,FALSE,5,1.1574074074074003,4.320000000000026,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,34,00:04:54,00:04:55,00:00:01,It has a high school.,FALSE,FALSE,5,1.1574074074074439,4.319999999999864,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,35,00:04:55,00:04:56,00:00:01,It's a math class.,FALSE,FALSE,4,1.1574074074074003,3.4560000000000213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,36,00:04:56,00:04:57,00:00:01,It's Athena.,FALSE,FALSE,2,1.1574074074074003,1.7280000000000106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,37,00:04:57,00:04:59,00:00:02,Is it VR America?,TRUE,FALSE,4,2.3148148148148007,1.7280000000000106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,38,00:05:00,00:05:01,00:00:01,It is.,FALSE,FALSE,2,1.1574074074074439,1.7279999999999456,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,39,00:05:01,00:05:02,00:00:01,I love that book.,FALSE,FALSE,4,1.1574074074074003,3.4560000000000213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,40,00:05:02,00:05:03,00:00:01,Oh my god.,FALSE,FALSE,3,1.1574074074074003,2.5920000000000156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,41,00:05:03,00:05:04,00:00:01,Have you read it?,TRUE,FALSE,4,1.1574074074074003,3.4560000000000213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,42,00:05:04,00:05:05,00:00:01,Yeah.,FALSE,FALSE,1,1.1574074074074003,0.8640000000000053,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,43,00:05:07,00:05:08,00:00:01,It's crazy.,FALSE,FALSE,2,1.1574074074074003,1.7280000000000106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,44,00:05:08,00:05:09,00:00:01,It's amazing.,FALSE,FALSE,2,1.1574074074074003,1.7280000000000106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,45,00:05:09,00:05:10,00:00:01,You have to...,FALSE,TRUE,3,1.1574074074074003,2.5920000000000156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,46,00:05:10,00:05:12,00:00:02,Are you taking American Lit?,TRUE,FALSE,5,2.3148148148148007,2.160000000000013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,47,00:05:12,00:05:13,00:00:01,"I mean, no.",FALSE,FALSE,3,1.1574074074074439,2.5919999999999184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,48,00:05:13,00:05:14,00:00:01,You took that already.,FALSE,FALSE,4,1.1574074074074003,3.4560000000000213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,49,00:05:14,00:05:16,00:00:02,The other class was Ms. Flanagan.,FALSE,FALSE,6,2.3148148148148007,2.5920000000000156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,50,00:05:16,00:05:17,00:00:01,Excellent.,FALSE,FALSE,1,1.1574074074074003,0.8640000000000053,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,51,00:05:18,00:05:20,00:00:02,"Yeah, they're doing that...",FALSE,TRUE,4,2.314814814814844,1.727999999999978,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,52,00:05:20,00:05:22,00:00:02,I think they read that book at some point.,FALSE,FALSE,9,2.3148148148148007,3.888000000000024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,53,00:05:22,00:05:24,00:00:02,It's so good.,FALSE,FALSE,3,2.3148148148148007,1.2960000000000078,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,54,00:05:24,00:05:26,00:00:02,It's life changing.,FALSE,FALSE,3,2.314814814814844,1.2959999999999836,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,55,00:05:28,00:05:30,00:00:02,You'll never see Chicago the same way again.,FALSE,FALSE,8,2.3148148148148007,3.4560000000000213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,56,00:05:30,00:05:32,00:00:02,It's so sad.,FALSE,FALSE,3,2.314814814814844,1.2959999999999836,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,57,00:05:34,00:05:36,00:00:02,There's so many feels in that book.,FALSE,FALSE,7,2.3148148148148007,3.0240000000000187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,58,00:05:38,00:05:39,00:00:01,Thank you.,FALSE,FALSE,2,1.1574074074074439,1.7279999999999456,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,59,00:05:41,00:05:42,00:00:01,Thank you so much.,FALSE,FALSE,4,1.1574074074074439,3.455999999999891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,60,00:05:42,00:05:43,00:00:01,Thank you.,FALSE,FALSE,2,1.157407407407357,1.7280000000000753,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,61,00:05:50,00:05:52,00:00:02,Did we have homework for this class?,TRUE,FALSE,7,2.3148148148148007,3.0240000000000187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,62,00:05:52,00:05:53,00:00:01,I thought we did.,FALSE,FALSE,4,1.1574074074074439,3.455999999999891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,63,00:05:53,00:05:54,00:00:01,We don't.,FALSE,FALSE,2,1.1574074074074439,1.7279999999999456,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,64,00:05:54,00:05:56,00:00:02,So I don't know what I did.,FALSE,FALSE,7,2.3148148148148007,3.0240000000000187,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0
orange,65,00:05:56,00:05:57,00:00:01,What?,TRUE,FALSE,1,1.157407407407357,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,66,00:05:57,00:05:59,00:00:02,I probably did no homework.,FALSE,FALSE,5,2.3148148148148007,2.160000000000013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,67,00:06:03,00:06:05,00:00:02,"By the way, when do you want to start tutoring me in bio?",TRUE,FALSE,13,2.3148148148148007,5.616000000000034,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,68,00:06:05,00:06:07,00:00:02,Because I'm failing.,FALSE,FALSE,3,2.3148148148148007,1.2960000000000078,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,69,00:06:07,00:06:08,00:00:01,"Oh, I can do that.",FALSE,FALSE,5,1.1574074074074439,4.319999999999864,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,70,00:06:08,00:06:11,00:00:03,I am legit failing.,FALSE,FALSE,4,3.472222222222158,1.1520000000000212,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,71,00:06:12,00:06:14,00:00:02,"Whenever, actually.",FALSE,FALSE,2,2.3148148148148007,0.8640000000000053,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50
orange,72,00:06:17,00:06:21,00:00:04,I don't think Ms. Valesky hates me because I do bad in her class.,FALSE,FALSE,14,4.629629629629601,3.0240000000000187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,73,00:06:21,00:06:23,00:00:02,I don't think she hates anybody.,FALSE,FALSE,6,2.3148148148148007,2.5920000000000156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,74,00:06:23,00:06:25,00:00:02,I think she hates me.,FALSE,FALSE,5,2.3148148148148877,2.159999999999932,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,75,00:06:28,00:06:32,00:00:04,I don't think Ms. Valesky is one of those teachers whose capacity hates them.,FALSE,FALSE,14,4.629629629629688,3.023999999999962,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,76,00:06:32,00:06:34,00:00:02,Like Ms. Park.,FALSE,FALSE,3,2.3148148148148007,1.2960000000000078,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,77,00:06:42,00:06:44,00:00:02,Ms. Park hates everybody.,FALSE,FALSE,4,2.3148148148148877,1.7279999999999456,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,78,00:06:45,00:06:47,00:00:02,Ms. Park hates everything.,FALSE,FALSE,4,2.3148148148148007,1.7280000000000106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,79,00:06:47,00:06:49,00:00:02,She's Park hates me though.,FALSE,FALSE,5,2.3148148148148877,2.159999999999932,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,80,00:06:49,00:06:50,00:00:01,Why?,TRUE,FALSE,1,1.157407407407357,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,81,00:06:50,00:06:52,00:00:02,Because of the cutting class thing. I got caught.,FALSE,FALSE,9,2.3148148148148007,3.888000000000024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,82,00:06:52,00:06:55,00:00:03,"Dude, did you even do the project?",TRUE,FALSE,7,3.4722222222222445,2.015999999999987,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,83,00:06:55,00:06:56,00:00:01,Yeah.,FALSE,FALSE,1,1.1574074074074439,0.8639999999999728,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,84,00:06:56,00:06:57,00:00:01,"Okay, good.",FALSE,FALSE,2,1.157407407407357,1.7280000000000753,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,85,00:06:58,00:06:59,00:00:01,How was it?,TRUE,FALSE,3,1.157407407407357,2.592000000000113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,86,00:06:59,00:07:03,00:00:04,It was kind of easy. I just made up a whole bunch of interview questions.,FALSE,FALSE,15,4.629629629629688,3.239999999999959,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,87,00:07:03,00:07:05,00:00:02,Made up a whole bunch of answers.,FALSE,FALSE,7,2.3148148148148007,3.0240000000000187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,88,00:07:05,00:07:07,00:00:02,Melissa used to do it.,FALSE,FALSE,5,2.3148148148148007,2.160000000000013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,89,00:07:07,00:07:09,00:00:02,She would have hated you more if you didn't do it.,FALSE,FALSE,11,2.3148148148148007,4.752000000000029,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,90,00:07:10,00:07:12,00:00:02,Although I think she's acting like she doesn't hate me.,FALSE,FALSE,10,2.3148148148148007,4.320000000000026,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,91,00:07:12,00:07:15,00:00:03,Now I know she doesn't trust me and hate I so much.,FALSE,FALSE,12,3.4722222222222445,3.4559999999999778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,92,00:07:15,00:07:17,00:00:02,Now I can't get away with anything.,FALSE,FALSE,7,2.3148148148148007,3.0240000000000187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,93,00:07:19,00:07:21,00:00:02,Why am I so stupid?,TRUE,FALSE,5,2.3148148148148007,2.160000000000013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,94,00:07:23,00:07:26,00:00:03,I think you just have to go through a phase where you're stupid.,FALSE,FALSE,13,3.4722222222222445,3.743999999999976,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,95,00:07:27,00:07:29,00:00:02,It only makes sense.,FALSE,FALSE,4,2.3148148148148007,1.7280000000000106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,96,00:07:31,00:07:33,00:00:02,I'm supposed to do this.,FALSE,FALSE,5,2.3148148148148007,2.160000000000013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,97,00:07:33,00:07:35,00:00:02,I don't want to.,FALSE,FALSE,4,2.3148148148148007,1.7280000000000106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,98,00:07:35,00:07:37,00:00:02,You just gotta measure that.,FALSE,FALSE,5,2.3148148148148007,2.160000000000013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,99,00:07:37,00:07:38,00:00:01,Really?,TRUE,FALSE,1,1.1574074074074439,0.8639999999999728,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100
orange,100,00:07:38,00:07:40,00:00:02,And then you measure.,FALSE,FALSE,4,2.3148148148148007,1.7280000000000106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,101,00:07:43,00:07:44,00:00:01,"Here, here.",FALSE,FALSE,2,1.157407407407357,1.7280000000000753,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,102,00:07:44,00:07:46,00:00:02,"Wait, wait, wait.",FALSE,FALSE,3,2.3148148148148877,1.2959999999999592,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,103,00:07:46,00:07:48,00:00:02,So what is an amplitude?,TRUE,FALSE,5,2.3148148148148007,2.160000000000013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,104,00:07:48,00:07:51,00:00:03,It's the height from zero plus size.,FALSE,FALSE,7,3.4722222222222445,2.015999999999987,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,105,00:07:51,00:07:52,00:00:01,Twenty.,FALSE,FALSE,1,1.157407407407357,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,106,00:07:52,00:07:53,00:00:01,Positive value.,FALSE,FALSE,2,1.1574074074074439,1.7279999999999456,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,107,00:07:53,00:07:57,00:00:04,What is the period over this cosine equation? What does that mean?,TRUE,FALSE,12,4.629629629629601,2.5920000000000156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,108,00:07:57,00:07:59,00:00:02,I think a period is...,FALSE,TRUE,5,2.3148148148148007,2.160000000000013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,109,00:07:59,00:08:00,00:00:01,Twenty.,FALSE,FALSE,1,1.1574074074074439,0.8639999999999728,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,110,00:08:00,00:08:01,00:00:01,...and then it takes...,FALSE,TRUE,4,1.157407407407357,3.4560000000001505,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,111,00:08:01,00:08:02,00:00:01,It's y.,FALSE,FALSE,2,1.1574074074074439,1.7279999999999456,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,112,00:08:02,00:08:03,00:00:01,It can't be 20.,FALSE,FALSE,4,1.157407407407357,3.4560000000001505,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,113,00:08:03,00:08:04,00:00:01,Why can't it be 20?,TRUE,FALSE,5,1.1574074074074439,4.319999999999864,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,114,00:08:04,00:08:05,00:00:01,"Oh, never mind.",FALSE,FALSE,3,1.1574074074074439,2.5919999999999184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,115,00:08:06,00:08:07,00:00:01,Twenty's the amplitude.,FALSE,FALSE,3,1.1574074074074439,2.5919999999999184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,116,00:08:07,00:08:08,00:00:01,Yeah.,FALSE,FALSE,1,1.157407407407357,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,117,00:08:09,00:08:13,00:00:04,Period is just when two points are equal on the graph.,FALSE,FALSE,11,4.629629629629601,2.3760000000000145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,118,00:08:13,00:08:17,00:00:04,"So like, this would work, this would work.",FALSE,FALSE,8,4.629629629629688,1.727999999999978,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,119,00:08:17,00:08:18,00:00:01,"Yeah, I know.",FALSE,FALSE,3,1.157407407407357,2.592000000000113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,120,00:08:18,00:08:20,00:00:02,But does it matter which one?,TRUE,FALSE,6,2.3148148148148007,2.5920000000000156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,121,00:08:20,00:08:22,00:00:02,"No, it could be either this, it could also be this.",FALSE,FALSE,11,2.3148148148148877,4.751999999999851,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,122,00:08:22,00:08:26,00:00:04,As long as it retains the same corresponding point.,FALSE,FALSE,9,4.629629629629601,1.944000000000012,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,123,00:08:26,00:08:29,00:00:03,"Like this would not work because this is going down, this is going up.",FALSE,FALSE,14,3.4722222222222445,4.031999999999974,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,124,00:08:29,00:08:31,00:00:02,Whereas here they're both going down.,FALSE,FALSE,6,2.3148148148148007,2.5920000000000156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,125,00:08:31,00:08:33,00:00:02,"Which is 12, right?",TRUE,FALSE,4,2.3148148148148007,1.7280000000000106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,126,00:08:33,00:08:34,00:00:01,Yeah.,FALSE,FALSE,1,1.1574074074074439,0.8639999999999728,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,127,00:08:34,00:08:36,00:00:02,What's 12?,TRUE,FALSE,2,2.3148148148148007,0.8640000000000053,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,128,00:08:36,00:08:38,00:00:02,The measurement is here.,FALSE,FALSE,4,2.3148148148148007,1.7280000000000106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,129,00:08:38,00:08:39,00:00:01,"Oh, okay.",FALSE,FALSE,2,1.157407407407357,1.7280000000000753,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,130,00:08:40,00:08:41,00:00:01,I am assuming...,FALSE,TRUE,3,1.1574074074074439,2.5919999999999184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,131,00:08:41,00:08:42,00:00:01,"No, I don't want to.",FALSE,FALSE,5,1.157407407407357,4.320000000000188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,132,00:08:42,00:08:44,00:00:02,"Oh, you... oh.",FALSE,TRUE,3,2.3148148148148007,1.2960000000000078,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,133,00:08:44,00:08:46,00:00:02,I hate number three.,FALSE,FALSE,4,2.3148148148148007,1.7280000000000106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,134,00:08:46,00:08:47,00:00:01,Me neither.,FALSE,FALSE,2,1.1574074074074439,1.7279999999999456,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,135,00:08:47,00:08:49,00:00:02,"Oh, I don't have the problem with cosine.",FALSE,FALSE,8,2.3148148148148007,3.4560000000000213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,136,00:08:49,00:08:51,00:00:02,"Oh, well, actually this isn't that hard.",FALSE,FALSE,7,2.3148148148148007,3.0240000000000187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.29
orange,137,00:08:51,00:08:53,00:00:02,I don't want to do it.,FALSE,FALSE,6,2.3148148148148877,2.5919999999999184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,138,00:08:53,00:08:54,00:00:01,Fifteen.,FALSE,FALSE,1,1.157407407407357,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,139,00:08:55,00:08:56,00:00:01,Wait a minute.,FALSE,FALSE,3,1.157407407407357,2.592000000000113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,140,00:08:56,00:09:03,00:00:07,That's none of them because it's just the entire thing shifted up by 15.,FALSE,FALSE,14,8.101851851851846,1.7280000000000013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,141,00:09:03,00:09:05,00:00:02,They never intersect.,FALSE,FALSE,3,2.3148148148148877,1.2959999999999592,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,142,00:09:05,00:09:06,00:00:01,Right.,FALSE,FALSE,1,1.157407407407357,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,143,00:09:06,00:09:07,00:00:01,No.,FALSE,FALSE,1,1.1574074074074439,0.8639999999999728,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,144,00:09:08,00:09:09,00:00:01,"No, they intersect, right?",TRUE,FALSE,4,1.1574074074074439,3.455999999999891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,145,00:09:09,00:09:10,00:00:01,Do they?,TRUE,FALSE,2,1.157407407407357,1.7280000000000753,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,146,00:09:10,00:09:13,00:00:03,"It intersects like here, there's something.",FALSE,FALSE,6,3.4722222222222445,1.7279999999999889,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
